4145962_0	tell me what is the people 's job title	[ jobTitle ] of @org.schema.Person . Person ( ) ;
948	how many jobs does the people possessing no awards received with the largest number of universities have	[ count ( worksFor ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
788	who won QUOTED_STRING_0 and attended GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
148	amount of people greater than NUMBER_0 colleges are there	count ( @org.schema.Person . Person ( ) filter count ( alumniOf ) >= NUMBER_0 ) ;
856	what people get awards not having QUOTED_STRING_0 and is studied at GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
40	how many total awards does people having NUMBER_0 jobs have ?	[ count ( award ) ] of @org.schema.Person . Person ( ) filter count ( worksFor ) == NUMBER_0 ;
2028	who have less than than NUMBER_0 colleges and is QUOTED_STRING_0 awardee ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) <= NUMBER_0 ;
1919	for people with NUMBER_0 employers what is the number of universities they have ?	[ count ( alumniOf ) ] of @org.schema.Person . Person ( ) filter count ( worksFor ) == NUMBER_0 ;
2544	bring up people having NUMBER_0 alma maters and city containing QUOTED_STRING_0	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( alumniOf ) == NUMBER_0 ;
2183	which individuals located in the QUOTED_STRING_0 are GENERIC_ENTITY_org.schema.Person:Organization_0 alumni ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
2397	show me people who have won the QUOTED_STRING_0 and also have attended NUMBER_0 colleges .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
824	name the people that went to NUMBER_0 colleges and who won the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
2720	who are the individual which are not alumni of GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1050	who has studied at GENERIC_ENTITY_org.schema.Person:Organization_0 and won a QUOTED_STRING_0 award ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1717	list me people having universities containing GENERIC_ENTITY_org.schema.Person:Organization_0 that are QUOTED_STRING_0 holder	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1816	find people with an QUOTED_STRING_0 and with more than NUMBER_0 alma maters .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
2542	which are people with universities having no GENERIC_ENTITY_org.schema.Person:Organization_0 that went to GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
2405	who is alumna of GENERIC_ENTITY_org.schema.Person:Organization_0 and get awards containing 0 QUOTED_STRING_0	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1160	amount of alma maters that is in people with no jobs with the smallest number of universities	[ count ( alumniOf ) ] of sort ( count ( alumniOf ) asc of @org.schema.Person . Person ( ) filter count ( worksFor ) == 0 ) [ 1 ] ;
1520	get me people with employers containing GENERIC_ENTITY_org.schema.Person:Organization_0 and colleges containing no GENERIC_ENTITY_org.schema.Person:Organization_1	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
147	what is the person with alma matrices that contain either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 matrices and alma matrices in GENERIC_ENTITY_org.schema.Person:Organization_2 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) && ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) ;
221	how many employers in the person having at most NUMBER_0 jobs with the fewest employers ?	[ count ( worksFor ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( worksFor ) <= NUMBER_0 ) [ 1 ] ;
133	which people have won the QUOTED_STRING_0 and are GENERIC_ENTITY_org.schema.Person:Organization_0 's employee	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2209	find someone in QUOTED_STRING_0 that has won a QUOTED_STRING_1 award .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
2110	who won the QUOTED_STRING_0 award and received a maximum of NUMBER_0 awards ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) <= NUMBER_0 ;
2927	search for holders of both QUOTED_STRING_0 and QUOTED_STRING_1	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
2284	what is the number of awards for the person with NUMBER_0 alma maters and the lowest number of awards ?	[ count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == NUMBER_0 ) [ 1 ] ;
1057	how many jobs are there in an individual with the highest number of colleges with zero employers ?	[ count ( worksFor ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) == 0 ) [ 1 ] ;
806	who went to GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
2714	bring up people with alma maters containing GENERIC_ENTITY_org.schema.Person:Organization_0 and jobs containing GENERIC_ENTITY_org.schema.Person:Organization_1	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
1447	how many total universities are there in the person with NUMBER_0 jobs with the smallest number of employers ?	[ count ( alumniOf ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( worksFor ) == NUMBER_0 ) [ 1 ] ;
2924	what are person with city containing QUOTED_STRING_0 and GENERIC_ENTITY_org.schema.Person:Organization_0 in the colleges	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1234	what person has the lest employers ?	[ * , count ( worksFor ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) ) [ 1 ] ;
1411	i would like to know who the people are who have received the QUOTED_STRING_0 and got either the QUOTED_STRING_1 or QUOTED_STRING_2 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && ( contains~ ( award , QUOTED_STRING_2 ) || contains~ ( award , QUOTED_STRING_1 ) ) ;
2909	what is the image of people with NUMBER_0 awards won ?	[ image ] of @org.schema.Person . Person ( ) filter count ( award ) == NUMBER_0 ;
2395	find for me people attended GENERIC_ENTITY_org.schema.Person:Organization_0 having employers containing 0 GENERIC_ENTITY_org.schema.Person:Organization_1 .	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
692	get the photo of person with awards received containing no QUOTED_STRING_0	[ image ] of @org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) ;
2161	who are the individuals with a QUOTED_STRING_0 location that lost out on the QUOTED_STRING_1 award ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_1 ) && address . addressLocality =~ QUOTED_STRING_0 ;
803	what is the person having at least NUMBER_0 alma maters with the fewest number of jobs .	[ * , count ( worksFor ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( alumniOf ) >= NUMBER_0 ) [ 1 ] ;
1518	amount of employers are there that is in people with no awards with the smallest number of universities	[ count ( worksFor ) ] of sort ( count ( alumniOf ) asc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
2293	of those who attended GENERIC_ENTITY_org.schema.Person:Organization_0 , who is not a graduate of GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
744	name people who have been awarded with the QUOTED_STRING_0 honor .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) ;
2061	which QUOTED_STRING_0 winners earned their degree from GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1067	what winner of QUOTED_STRING_0 went to GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2996	what are people having no less than than NUMBER_0 colleges which holds the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
2372	i demand person with employers containing either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 and QUOTED_STRING_0 in the awards	@org.schema.Person . Person ( ) filter ( contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) && contains~ ( award , QUOTED_STRING_0 ) ;
1644	which QUOTED_STRING_0 recipients are also GENERIC_ENTITY_org.schema.Person:Organization_0 graduates ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2162	amount of awards received that is in people with NUMBER_0 alma maters with the least employers	[ count ( award ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == NUMBER_0 ) [ 1 ] ;
2548	what employee of GENERIC_ENTITY_org.schema.Person:Organization_0 has received the QUOTED_STRING_0 award ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
433	who went to GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 but never worked at GENERIC_ENTITY_org.schema.Person:Organization_2 ?	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) && ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ) ;
2460	name everyone that got the QUOTED_STRING_0 award that lives in QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_1 && contains~ ( award , QUOTED_STRING_0 ) ;
1312	name someone that got a degree from GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1636	what 's the person greater than 1 jobs with the highest number of awards received	[ * , count ( award ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) >= 1 ) [ 1 ] ;
1246	which people have been to more than NUMBER_0 universities and have also won the QUOTED_STRING_0 award ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
1578	who has not worked at GENERIC_ENTITY_org.schema.Person:Organization_0 and won a QUOTED_STRING_0 award ?	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2876	who lives in QUOTED_STRING_0 and won the QUOTED_STRING_1 award	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
2028	who are the people with NUMBER_0 alma maters with the biggest count of awards recieved	[ * , count ( award ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == NUMBER_0 ) [ 1 ] ;
229	which person are GENERIC_ENTITY_org.schema.Person:Organization_0 gradudate and get employers with 0 GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
439	who has not won the QUOTED_STRING_0 award but has won the QUOTED_STRING_1 award ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
2109	how many awards received in the person with awards won containing no QUOTED_STRING_0 with the smallest number of awards received ?	[ count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) ) [ 1 ] ;
2450	which are the person that is holder of QUOTED_STRING_0 and is GENERIC_ENTITY_org.schema.Person:Organization_0 alumnus .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2777	which are the people that won the QUOTED_STRING_0 award and QUOTED_STRING_1 , with alma maters with 0 GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
1272	which person is graduate at both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 and get QUOTED_STRING_0 as city ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
379	for people who have zero alma maters and the least jobs how many jobs do they have ?	[ count ( worksFor ) ] of sort ( count ( worksFor ) asc of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 0 ) [ 1 ] ;
1330	who went to GENERIC_ENTITY_org.schema.Person:Organization_0 and got the QUOTED_STRING_0 and the QUOTED_STRING_1 award	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
